Date,Username,User tag,Content,Mentions,link
"2024-08-13,10:55:16",demon_slayer_tanjiro_kamado,#0,<@1158860326289297458> <@870217361733591050> <@1272318460768157801> تدخلو سيرفر تع لهنتاي تاعي,yanabbbb#0、0z.f#0、ak_miro#0,
"2024-08-13,10:55:27",demon_slayer_tanjiro_kamado,#0,هكا فيه المتعة,rayer43#0,
"2024-08-13,10:55:35",yanabbbb,#0,والو,demon_slayer_tanjiro_kamado#0,
"2024-08-13,10:55:40",demon_slayer_tanjiro_kamado,#0,ايا دبر راسك,ak_miro#0,
"2024-08-13,10:55:41",rayer43,#0,خلاص ياله نهدرو فيه,demon_slayer_tanjiro_kamado#0,
"2024-08-13,10:55:43",demon_slayer_tanjiro_kamado,#0,علاه,yanabbbb#0,
"2024-08-13,10:55:54",demon_slayer_tanjiro_kamado,#0,صحا,rayer43#0,
"2024-08-13,10:56:02",yanabbbb,#0,حرام<:tadcarlfachero36:1152016084430487552>,demon_slayer_tanjiro_kamado#0,
"2024-08-13,10:56:36",mk_diassss,#0,راك فيه,yanabbbb#0,
"2024-08-13,10:56:53",yanabbbb,#0,هاداك كتر,mk_diassss#0,
"2024-08-13,10:56:58",demon_slayer_tanjiro_kamado,#0,<:juan:1150418197581922344>,yanabbbb#0,
"2024-08-13,10:57:01",demon_slayer_tanjiro_kamado,#0,راك فيه,,
"2024-08-13,10:57:06",demon_slayer_tanjiro_kamado,#0,<:juan:1150418197581922344> <:juan:1150418197581922344> <:juan:1150418197581922344> <:juan:1150418197581922344> <:juan:1150418197581922344>,,
"2024-08-13,10:57:48",yanabbbb,#0,Fuck,,
"2024-08-13,10:59:27",yanabbbb,#0,جماعة وين راه <@1191354977193570356>,themask0239#0,
"2024-08-13,10:59:36",themask0239,#0,<@1272318460768157801> أااا,yanabbbb#0,
"2024-08-13,10:59:38",themask0239,#0,نفطر,,
"2024-08-13,11:00:06",yanabbbb,#0,<:cum:1152013788653031434>,themask0239#0,
"2024-08-13,11:00:44",jovial_flamingo_95831,#0,نتا مقود ومفيا,,
"2024-08-13,11:01:53",yanabbbb,#0,واش تفطر<:emoji_104:1191547769664573450>,themask0239#0,
"2024-08-13,11:02:08",themask0239,#0,<@1272318460768157801> حليب,yanabbbb#0,https://cdn.discordapp.com/attachments/1227367017661595708/1272857716280528917/Picsart_24-08-13_09-37-51-140.jpg?ex=672de1a0&is=672c9020&hm=a789e23fcf6bd6019ac319cacc11611041cc078d419757a14f3f3815c550b405&
"2024-08-13,11:02:56",jovial_flamingo_95831,#0,ز بي خلاص نتي ايفروي,,
"2024-08-13,11:03:23",yanabbbb,#0,خلاص اشرب حاجة اخرى,themask0239#0,
"2024-08-13,11:03:48",jovial_flamingo_95831,#0,اشربي ستار,,
"2024-08-13,11:04:15",yanabbbb,#0,تشرب ستار هناك تموت<:juan:1150418197581922344>,jovial_flamingo_95831#0,
"2024-08-13,11:04:41",jovial_flamingo_95831,#0,مفهمتش,yanabbbb#0,
"2024-08-13,11:04:42",jovial_flamingo_95831,#0,صاحبي,,
"2024-08-13,11:05:25",demon_slayer_tanjiro_kamado,#0,ز بي,,
"2024-08-13,11:05:29",yanabbbb,#0,<@1191354977193570356> اذا يشرب ستار ميقدرلوش موالف على لحليب<:juan:1150418197581922344>,jovial_flamingo_95831#0、themask0239#0,
"2024-08-13,11:06:06",jovial_flamingo_95831,#0,هههه مشي حليب بقر حليب في في راسك,yanabbbb#0,
"2024-08-13,11:07:26",yanabbbb,#0,انتقلت لعدوا تع <@1264558495034769438>,ak_miro#0、demon_slayer_tanjiro_kamado#0,
"2024-08-13,11:09:25",yanabbbb,#0,شكون لميبعتش ميساج Gay <:uncannycat:1152013915954352148> 🏳️‍🌈,,
"2024-08-13,11:09:45",yanabbbb,#0,Fuck,,
"2024-08-13,11:10:00",mk_diassss,#0,افقلاا,,
"2024-08-13,11:11:24",yanabbbb,#0,لازم يتبعها دريك,ak_miro#0,
"2024-08-13,11:11:39",jovial_flamingo_95831,#0,اي يبعت ميساج درك ترمتو مليح,,
"2024-08-13,11:12:10",mk_diassss,#0,ayy,,
"2024-08-13,11:12:45",jovial_flamingo_95831,#0,عندو ترمه مليخ,,
"2024-08-13,11:14:33",jovial_flamingo_95831,#0,خلاصة لعبه,,
"2024-08-13,11:18:07",jovial_flamingo_95831,#0,وراكم ولاد قح ب,,
"2024-08-13,11:20:17",demon_slayer_tanjiro_kamado,#0,تاعمن عدوا ؟,yanabbbb#0,
"2024-08-13,11:20:22",demon_slayer_tanjiro_kamado,#0,تع يدك فيه,,
"2024-08-13,11:20:25",themask0239,#0,ههه,,
"2024-08-13,11:20:28",demon_slayer_tanjiro_kamado,#0,<:gigachad:1150419236989186078>,,
"2024-08-13,11:20:31",demon_slayer_tanjiro_kamado,#0,<:cum:1152013788653031434>,,
"2024-08-13,11:20:37",jovial_flamingo_95831,#0,MF£I,,
"2024-08-13,11:20:40",rayer43,#0,راني رجعت,,
"2024-08-13,11:20:43",rayer43,#0,واش راكم,,
"2024-08-13,11:20:45",jovial_flamingo_95831,#0,كبده,,
"2024-08-13,11:21:05",demon_slayer_tanjiro_kamado,#0,رانا مبنيطين,rayer43#0,
"2024-08-13,11:21:18",rayer43,#0,<:uncannycat:1152013915954352148>,demon_slayer_tanjiro_kamado#0,
"2024-08-13,11:21:26",demon_slayer_tanjiro_kamado,#0,جماعة راني نعمر انميات اتشي,,
"2024-08-13,11:21:29",rayer43,#0,بصحتك,ak_miro#0,
"2024-08-13,11:21:39",themask0239,#0,أاااا,,
"2024-08-13,11:21:46",themask0239,#0,وي,ak_miro#0,
"2024-08-13,11:21:46",rayer43,#0,وش كنتو تاكلو,ak_miro#0,
"2024-08-13,11:21:52",themask0239,#0,<@1081296261182935040> سر,rayer43#0,
"2024-08-13,11:21:54",demon_slayer_tanjiro_kamado,#0,<@1081296261182935040>  تعرف الانمي الاتشي تع KEJO كيجو ؟,rayer43#0,
"2024-08-13,11:22:00",rayer43,#0,بصحتكم,ak_miro#0,
"2024-08-13,11:22:05",themask0239,#0,ممممم بنين,ak_miro#0,
"2024-08-13,11:22:05",rayer43,#0,والو,demon_slayer_tanjiro_kamado#0,
"2024-08-13,11:22:20",themask0239,#0,يعيشك بصح راك تخوف فيا,rayer43#0,
"2024-08-13,11:22:23",demon_slayer_tanjiro_kamado,#0,اول مرة انا نعرف انمي اتشي نتا ما تعرفهش,rayer43#0,
"2024-08-13,11:22:25",raku_9,#0,ايه,demon_slayer_tanjiro_kamado#0,
"2024-08-13,11:22:26",demon_slayer_tanjiro_kamado,#0,<:gigachad:1150419236989186078>,,
"2024-08-13,11:22:30",rayer43,#0,علاه,themask0239#0,
"2024-08-13,11:22:34",demon_slayer_tanjiro_kamado,#0,تاعمن ؟,raku_9#0,
"2024-08-13,11:22:37",yanabbbb,#0,توسوستلك<:emoji_104:1191547769664573450>,themask0239#0,
"2024-08-13,11:22:41",raku_9,#0,مصارعة,demon_slayer_tanjiro_kamado#0,
"2024-08-13,11:22:43",themask0239,#0,<@1081296261182935040> تصويرتك <:uncannycat:1152013915954352148>,rayer43#0,
"2024-08-13,11:22:54",demon_slayer_tanjiro_kamado,#0,بصح في الماء و,raku_9#0,
"2024-08-13,11:22:59",raku_9,#0,ايه,demon_slayer_tanjiro_kamado#0,
"2024-08-13,11:23:02",demon_slayer_tanjiro_kamado,#0,فيه الخير و فيه لترام,raku_9#0,
"2024-08-13,11:23:04",rayer43,#0,نورمال راني في الواقع ناس ملاح الحمد لله,themask0239#0,
"2024-08-13,11:23:04",demon_slayer_tanjiro_kamado,#0,🍑,,
"2024-08-13,11:23:16",raku_9,#0,<:emoji_47:1151909990727163954>,demon_slayer_tanjiro_kamado#0,
"2024-08-13,11:23:19",themask0239,#0,حمدلله عاشرتك,rayer43#0,
"2024-08-13,11:23:20",jovial_flamingo_95831,#0,قلها,ak_miro#0,
"2024-08-13,11:23:25",demon_slayer_tanjiro_kamado,#0,ادخل بريفي,raku_9#0,
"2024-08-13,11:23:41",raku_9,#0,ما تبعثليش هنتاي,demon_slayer_tanjiro_kamado#0,
"2024-08-13,11:23:46",rayer43,#0,الحمد لله,themask0239#0,
"2024-08-13,11:23:59",themask0239,#0,ولو هو سقساني <:emoji_101:1191547625883828325>,ak_miro#0,
"2024-08-13,11:24:09",jovial_flamingo_95831,#0,درك نبعهولكم,,
"2024-08-13,11:24:40",demon_slayer_tanjiro_kamado,#0,لا لا غي ما تخافش,raku_9#0,
"2024-08-13,11:24:44",jovial_flamingo_95831,#0,واش اسمك,themask0239#0,
"2024-08-13,11:25:03",rayer43,#0,علاه سر,ak_miro#0,
"2024-08-13,11:25:03",jovial_flamingo_95831,#0,قول,ak_miro#0,
"2024-08-13,11:25:10",rayer43,#0,راه جاني الفضول,,
"2024-08-13,11:25:51",rayer43,#0,ضرك ياكلني الفضول,,
"2024-08-13,11:25:53",rayer43,#0,علاه سر,,
"2024-08-13,11:26:00",jovial_flamingo_95831,#0,قول,,
"2024-08-13,11:26:08",rayer43,#0,اوكي,ak_miro#0,
"2024-08-13,11:26:09",demon_slayer_tanjiro_kamado,#0,<@540935504917692457> ادخل هدر بريفي,raku_9#0,
"2024-08-13,11:26:10",themask0239,#0,علاه😭 <@1264558495034769438>,demon_slayer_tanjiro_kamado#0,
"2024-08-13,11:26:16",rayer43,#0,قريب من اسمي,,
"2024-08-13,11:26:25",rayer43,#0,معناها هو اسمو ريان,,
"2024-08-13,11:26:28",rayer43,#0,انا رياض,,
"2024-08-13,11:26:43",raku_9,#0,راك غالق بريفي,demon_slayer_tanjiro_kamado#0,
"2024-08-13,11:26:49",rayer43,#0,علاه,ak_miro#0,
"2024-08-13,11:26:53",jovial_flamingo_95831,#0,شكون ريان,,
"2024-08-13,11:26:55",demon_slayer_tanjiro_kamado,#0,شا كاين ؟,themask0239#0,
"2024-08-13,11:27:07",demon_slayer_tanjiro_kamado,#0,نتا رسلي فرند,raku_9#0,
"2024-08-13,11:27:28",raku_9,#0,اوك,demon_slayer_tanjiro_kamado#0,
"2024-08-13,11:28:02",rayer43,#0,<:uncannycat:1152013915954352148>,raku_9#0,
"2024-08-13,11:28:09",rayer43,#0,ضرك يبعثلك هنتاي,,
"2024-08-13,11:29:11",rayer43,#0,<@442721468829138954>,unfrody#0,
"2024-08-13,11:29:14",rayer43,#0,علاه يلحس,,
"2024-08-13,11:29:16",anc_laz,#0,😂,ak_miro#0,
"2024-08-13,11:29:18",demon_slayer_tanjiro_kamado,#0,<:KEKYou:1150418200027201566>,rayer43#0,
"2024-08-13,11:29:25",themask0239,#0,تكسر,ak_miro#0,
"2024-08-13,11:29:29",demon_slayer_tanjiro_kamado,#0,باش يجيب لقمة العيش,rayer43#0,
"2024-08-13,11:29:40",rayer43,#0,يقدر يخدم حاجة وخداخرة,demon_slayer_tanjiro_kamado#0,
"2024-08-13,11:30:24",raku_9,#0,نو بعثلي بنات يديرو مصارعة بالبزول و الترام,rayer43#0,
"2024-08-13,11:30:28",demon_slayer_tanjiro_kamado,#0,كيما ع ط ا,rayer43#0,
"2024-08-13,11:30:32",rayer43,#0,<:uncannycat:1152013915954352148>,raku_9#0,
"2024-08-13,11:30:49",rayer43,#0,سومو بصح بالبزول و الترام؟,,
"2024-08-13,11:33:22",demon_slayer_tanjiro_kamado,#0,@everyone في ناس في حياتك ازم تضربهم با ل ز ب,,
"2024-08-13,11:33:26",demon_slayer_tanjiro_kamado,#0,🍆,,
"2024-08-13,11:37:48",zaudeooo_15311,#0,ياخو تسرق طوطا,demon_slayer_tanjiro_kamado#0,
"2024-08-13,11:38:00",jovial_flamingo_95831,#0,ني ك متكم,,
"2024-08-13,11:38:05",demon_slayer_tanjiro_kamado,#0,كنت نسرق,zaudeooo_15311#0,
"2024-08-13,11:38:19",demon_slayer_tanjiro_kamado,#0,<:emoji_104:1191547769664573450>,jovial_flamingo_95831#0,
"2024-08-13,11:38:45",zaudeooo_15311,#0,وين درتهم طوطات لي سرقتهم,demon_slayer_tanjiro_kamado#0,
"2024-08-13,11:40:14",jovial_flamingo_95831,#0,كنتي خيالي,,
"2024-08-13,11:40:32",jovial_flamingo_95831,#0,غنو معيا,,
"2024-08-13,11:43:12",zaudeooo_15311,#0,شريكي ماناش فقروب بيبيش وبيبيشة,jovial_flamingo_95831#0,
"2024-08-13,12:02:00",vv_sr7,#0,,,https://cdn.discordapp.com/attachments/1227367017661595708/1272872783407218742/VID_101651003_171910_955.mp4?ex=672defa8&is=672c9e28&hm=6269b86ada9f27ab89a5a5b2149b5ba34b4b0e6970eccf130ab6ee75673c0765&
"2024-08-13,12:02:22",m3d.com,#0,صباح الخير يا معشر البيتشز,,
"2024-08-13,12:02:24",m3d.com,#0,<:hmm:1144061148958826556>,,
"2024-08-13,12:02:45",jovial_flamingo_95831,#0,حن,m3d.com#0,
"2024-08-13,12:03:16",m3d.com,#0,حنوني ؟,jovial_flamingo_95831#0,
"2024-08-13,12:03:19",m3d.com,#0,<:hmm:1144061148958826556>,,
"2024-08-13,12:03:35",m3d.com,#0,,,
"2024-08-13,12:03:43",jovial_flamingo_95831,#0,توسوستلك,m3d.com#0,
"2024-08-13,12:06:03",mirde_x,#0,صحبي ولاد بليدة ڤع رجال مأمنتنيش ارواح شوف,m3d.com#0,
"2024-08-13,12:06:47",jovial_flamingo_95831,#0,وناس جلفه,mirde_x#0,
"2024-08-13,12:07:50",m3d.com,#0,<:uncannycat:1152013915954352148>,mirde_x#0,
"2024-08-13,12:08:21",0z.f,#0,جبتو<:uncannycat:1152013915954352148>,,
"2024-08-13,12:08:43",m3d.com,#0,<a:emoji_38:1109495948566081546> <a:emoji_38:1109495948566081546>,,
"2024-08-13,12:08:58",jovial_flamingo_95831,#0,انا جبت زوج بونطات,0z.f#0,
"2024-08-13,12:09:02",m3d.com,#0,راني 9day يخو<:pololo:1033856467893231636>,,
"2024-08-13,12:09:19",0z.f,#0,صباح زوج وضرك زوج نروح نفطر ونجي نزيد زوج<:Dead_inside:1150410964659863592>,jovial_flamingo_95831#0,
"2024-08-13,12:09:24",mirde_x,#0,انا جامي روحت الجلف بصح كل واحد او واش يقول,jovial_flamingo_95831#0,
"2024-08-13,12:09:51",m3d.com,#0,زح متحكمش ندامة ؟<:hmm:1144061148958826556>,0z.f#0,
"2024-08-13,12:10:06",0z.f,#0,ىمبعد ندوش ونروح نصلي<:Dead_inside:1150410964659863592>,m3d.com#0,
"2024-08-13,12:10:14",0z.f,#0,ابليس:<:NIGGA_omg:1150394296680329226>,,
"2024-08-13,12:10:29",mirde_x,#0,تحكمك تحكمك مكانش كيفاه لالا,m3d.com#0,
"2024-08-13,12:10:56",m3d.com,#0,يب بصح حبيبنا 4 لحد الان مجاتوش خلاص وقيل<:uncannycat:1152013915954352148>,mirde_x#0,
"2024-08-13,12:11:03",jovial_flamingo_95831,#0,ولادي راه يموت قدامي,,
"2024-08-13,12:11:10",mirde_x,#0,<:Dead_inside:1150410964659863592> <:Dead_inside:1150410964659863592> <:uncannycat:1152013915954352148>,0z.f#0,
"2024-08-13,12:11:16",0z.f,#0,متندمش كي تجيبو تندم على نهار لي عرفت فيه هذاك البنادم لي علمهالك,mirde_x#0,
"2024-08-13,12:11:36",m3d.com,#0,اتخيل واحد في هذوك كان قادر يخرج ايلون ماسك<:emoji_58:1246218762521411666>,jovial_flamingo_95831#0,
"2024-08-13,12:11:53",0z.f,#0,كي نعتزلها سمانة نولي هكا<:uncannycat:1152013915954352148>,m3d.com#0,
"2024-08-13,12:11:55",mirde_x,#0,ايواه هذي هيا,0z.f#0,
"2024-08-13,12:12:38",m3d.com,#0,انا راني 9day و طنة خلاص مهيش تطغا حسيتو مات<:uncannycat:1152013915954352148>,0z.f#0,
"2024-08-13,12:13:02",0z.f,#0,يومين ويحيا وتولي تجيب ب3 فنهار واحد,m3d.com#0,
"2024-08-13,12:13:16",0z.f,#0,♾️aura: مدرتهاش في رمضان,,
"2024-08-13,12:13:25",jovial_flamingo_95831,#0,ابليس يشتي يمصو,,
"2024-08-13,12:13:32",m3d.com,#0,درتها 3 مرات في رمضان<:Dead_inside:1150410964659863592>,,
"2024-08-13,12:13:36",0z.f,#0,الاحتلام:<:Dead_inside:1150410964659863592>,,
"2024-08-13,12:13:38",m3d.com,#0,مور فطور بصح,,
"2024-08-13,12:13:54",0z.f,#0,شد روحك شوي بصح,m3d.com#0,
"2024-08-13,12:13:59",m3d.com,#0,الاحتلام مفيهش بزاف يخو مرحش يغيضك باسكو بدون قدرة,0z.f#0,
"2024-08-13,12:14:15",0z.f,#0,نهار كنت نية وفي سمانة لولة في رمضان اول مرة يجيني احتلام وانا ماني فاهم والوا,,
"2024-08-13,12:14:27",m3d.com,#0,كفات <:hmm:1144061148958826556>,,
"2024-08-13,12:14:27",0z.f,#0,جوزت بلاك 2 رمضانات على جنابة<:Dead_inside:1150410964659863592>,,
"2024-08-13,12:14:40",m3d.com,#0,<:hmm:1144061148958826556> <:hmm:1144061148958826556> <:hmm:1144061148958826556>,0z.f#0,
"2024-08-13,12:14:40",0z.f,#0,وصلوات لي كنت نصليهم كامل راحو باطل,,
"2024-08-13,12:14:48",demon_slayer_tanjiro_kamado,#0,بعتهم,zaudeooo_15311#0,
"2024-08-13,12:14:55",m3d.com,#0,انا جوزت سمانة مجونب في رمضان خخ,,
"2024-08-13,12:15:02",0z.f,#0,معليش ماكنتش نعرف حاجة يسموها الاغتسال<:Dead_inside:1150410964659863592>,,
"2024-08-13,12:15:07",m3d.com,#0,كلما ماندوش نجيبو قبل الفجر <:uncannycat:1152013915954352148>,,
"2024-08-13,12:15:21",0z.f,#0,مكانش عمبالي اصلا حاجة يسموها جنابة<:juan:1150418197581922344>,,
"2024-08-13,12:15:49",mirde_x,#0,انا واحد باتني جا يسكن في حومتي علمنا تمنييك تع ال X ضكا رحل كون نڤبضو نفعل فيه,,
"2024-08-13,12:15:54",0z.f,#0,معليش مقبولين لخطراش كنت غافل وكنت داير النية,,
"2024-08-13,12:16:02",m3d.com,#0,يدي ذنوبكم,mirde_x#0,
"2024-08-13,12:16:19",mirde_x,#0,صح؟؟,m3d.com#0,
"2024-08-13,12:16:21",0z.f,#0,ديجا صحا انا ماعندي جتى سيئة,,
"2024-08-13,12:16:29",0z.f,#0,داهم كامل لي علمهملي,,
"2024-08-13,12:16:48",m3d.com,#0,مش يديها قاع يخو بصح هوا لي علمكم المحرمات و بعمد مشي بجهل,mirde_x#0,
"2024-08-13,12:17:16",mirde_x,#0,اااا اوك,m3d.com#0,
"2024-08-13,12:17:26",m3d.com,#0,انا زوج صحابي كانو يحكو قالو جبت زوج ريصان حسبتو ناخ وحدة و جاب زوج ولاد تع صح عاشي ممبعد فهموني <:uncannycat:1152013915954352148>,,
"2024-08-13,12:17:50",jovial_flamingo_95831,#0,شكون يرضعلي,,
"2024-08-13,12:18:25",mirde_x,#0,من البزو…,jovial_flamingo_95831#0,
"2024-08-13,12:18:31",m3d.com,#0,لة,,
"2024-08-13,12:18:38",m3d.com,#0,<:hmm:1144061148958826556>,,
"2024-08-13,12:18:54",jovial_flamingo_95831,#0,من قضيب حديدي,,
"2024-08-13,12:24:06",raku_9,#0,<:uncannycat:1152013915954352148>,0z.f#0,
"2024-08-13,12:25:17",raku_9,#0,نعرف واحد يجيبو ف نهار رمضان,0z.f#0,
"2024-08-13,12:25:39",zakoxzako_61788,#0,صعيبة تدخل تقابلك هاذ الرسالة,raku_9#0,
"2024-08-13,12:27:50",kora.___.san,#0,عاد داخل عاد بسم الله شاوا ذا <:uncannycat:1152013915954352148>,raku_9#0,
"2024-08-13,12:27:58",0.xk,#0,ياخاوتي,,
"2024-08-13,12:28:15",0.xk,#0,طونت انستا 2013 قداه يجيبلي كريدت,,
"2024-08-13,12:28:29",kora.___.san,#0,شا دير بيه حل واحد جديد,0.xk#0,
"2024-08-13,12:28:44",0.xk,#0,نبيعو,,
"2024-08-13,12:28:46",kora.___.san,#0,<:emoji_47:1151909990727163954>,,
"2024-08-13,12:28:57",kora.___.san,#0,20 مليون كردت,,
"2024-08-13,12:28:58",0.xk,#0,ياخو خدا نسينياليك خطرة تتبانا,,
"2024-08-13,12:29:06",0.xk,#0,تاع بنات؟,kora.___.san#0,
"2024-08-13,12:29:11",0.xk,#0,ادا بنات نقبل,,
"2024-08-13,12:29:21",kora.___.san,#0,غلطة,0.xk#0,
"2024-08-13,12:29:30",0.xk,#0,اياه,,
"2024-08-13,12:29:33",kora.___.san,#0,20 مليون كردت,,
"2024-08-13,12:29:34",0.xk,#0,كوفها,,
"2024-08-13,12:29:35",0_gf,#0,<:tadcarlfachero36:1152016084430487552>,,
"2024-08-13,12:29:39",0.xk,#0,والله صح,kora.___.san#0,
"2024-08-13,12:29:39",0_gf,#0,يدكم فيه,,
"2024-08-13,12:29:52",a_hmed3m5,#0,يدك فيه,,
"2024-08-13,12:29:52",0.xk,#0,احكم خوك,0_gf#0,
"2024-08-13,12:29:57",kora.___.san,#0,انا محنك في المجال قله قل من 20 مليون منبيعش,0.xk#0,
"2024-08-13,12:30:06",kora.___.san,#0,قاع يدنا فيه خو,0_gf#0,
"2024-08-13,12:30:07",0_gf,#0,<a:HighellalDance:1181984946353615019>,,
"2024-08-13,12:30:12",0.xk,#0,اوو مليحة,kora.___.san#0,
"2024-08-13,12:30:23",a_hmed3m5,#0,ياخاوتي كاين قلاوي للبيع,,
"2024-08-13,12:30:58",a_hmed3m5,#0,يا ناس,,
"2024-08-13,12:31:05",a_hmed3m5,#0,English or Arabic,,
"2024-08-13,12:31:12",m3d.com,#0,"لوكان نبيع قلوة
و سموتها نشري زوج عباد زنوج
نقطعلهم قلاويهم
نبيعهم",,
"2024-08-13,12:31:30",0.xk,#0,ادبي ياه,,
"2024-08-13,12:31:35",0.xk,#0,لعبيد غالي,,
"2024-08-13,12:31:43",mirde_x,#0,البزنس,m3d.com#0,
"2024-08-13,12:31:44",0.xk,#0,بانتلك برك رخاس,,
"2024-08-13,12:31:48",m3d.com,#0,قلوتي غالية عليهم<:mio:1211761206629502986>,,
"2024-08-13,12:31:48",kora.___.san,#0,تفكرنا بشوية صرف كي تبيع,0.xk#0,
"2024-08-13,12:31:54",kora.___.san,#0,كاش 3 ملايين ولا,,
"2024-08-13,12:31:59",m3d.com,#0,<a:emoji_38:1109495948566081546> <a:emoji_38:1109495948566081546> <a:emoji_38:1109495948566081546>,kora.___.san#0,
"2024-08-13,12:32:03",0.xk,#0,خخخخخ,,
"2024-08-13,12:32:20",yanabbbb,#0,سلام الشر,,
"2024-08-13,12:32:29",kora.___.san,#0,واش لعم جد,yanabbbb#0,
"2024-08-13,12:32:48",yanabbbb,#0,لباس يا بوداوي,kora.___.san#0,
"2024-08-13,12:33:00",kora.___.san,#0,و الله غي سافا,yanabbbb#0,
"2024-08-13,12:33:51",kora.___.san,#0,"متبيعش قلوة 
خطف كاش واحد طرفه و بيعه و بدا البزنس",m3d.com#0,
"2024-08-13,12:34:26",m3d.com,#0,"لوكان تخطف انثى خير بزيادة
تبيعلها كلشي",kora.___.san#0,
"2024-08-13,12:34:46",demon_slayer_tanjiro_kamado,#0,سلام,,
"2024-08-13,12:34:54",kora.___.san,#0,و عليكم السلام,demon_slayer_tanjiro_kamado#0,
"2024-08-13,12:35:06",kora.___.san,#0,يا ربي السلامة سراق لبزازل,demon_slayer_tanjiro_kamado#0,
"2024-08-13,12:35:06",demon_slayer_tanjiro_kamado,#0,لي حاب يدخل سيرفر هنتاي تاعي ؟,,
"2024-08-13,12:35:17",kora.___.san,#0,Loli?,demon_slayer_tanjiro_kamado#0,
"2024-08-13,12:35:26",demon_slayer_tanjiro_kamado,#0,وش ؟,kora.___.san#0,
"2024-08-13,12:35:28",0.xk,#0,نبعثلك فيديوهات تاع ولاد صغار؟,demon_slayer_tanjiro_kamado#0,
"2024-08-13,12:35:39",demon_slayer_tanjiro_kamado,#0,ادخل بريفي,0.xk#0,
"2024-08-13,12:35:41",demon_slayer_tanjiro_kamado,#0,<:gigachad:1150419236989186078>,,
"2024-08-13,12:35:45",kora.___.san,#0,فيه lolicon??,demon_slayer_tanjiro_kamado#0,
"2024-08-13,12:35:49",0.xk,#0,متمصخرش,demon_slayer_tanjiro_kamado#0,
"2024-08-13,12:35:57",0.xk,#0,ياخو نتا ارواح بريفي,kora.___.san#0,
"2024-08-13,12:35:59",demon_slayer_tanjiro_kamado,#0,شاوالا هاد ؟,kora.___.san#0,
"2024-08-13,12:36:05",demon_slayer_tanjiro_kamado,#0,صحا,0.xk#0,
"2024-08-13,12:36:08",kora.___.san,#0,<:uncannycat:1152013915954352148> <:uncannycat:1152013915954352148> <:uncannycat:1152013915954352148>,demon_slayer_tanjiro_kamado#0,
"2024-08-13,12:36:11",0.xk,#0,لوليكون ولاد صغار,demon_slayer_tanjiro_kamado#0,
"2024-08-13,12:36:19",demon_slayer_tanjiro_kamado,#0,<@869522801357369395> ابعثلي فرند,0.xk#0,
"2024-08-13,12:36:23",kora.___.san,#0,اي خونا بريء كثر من اللازم,,
"2024-08-13,12:36:28",raku_9,#0,بنات صغار,demon_slayer_tanjiro_kamado#0,
"2024-08-13,12:36:33",m3d.com,#0,<:uncannycat:1152013915954352148>,,
"2024-08-13,12:36:35",0.xk,#0,ياخو ذنوب و تبان صغير,demon_slayer_tanjiro_kamado#0,
"2024-08-13,12:36:47",kora.___.san,#0,<:fbiSpong:1150411393087045682>,,
"2024-08-13,12:36:48",demon_slayer_tanjiro_kamado,#0,عمري 19,0.xk#0,
"2024-08-13,12:37:06",kora.___.san,#0,اجي هات السيرفر بريفي,demon_slayer_tanjiro_kamado#0,
"2024-08-13,12:37:14",demon_slayer_tanjiro_kamado,#0,صحا,kora.___.san#0,
"2024-08-13,12:37:15",kora.___.san,#0,انا نقولكم شحال عنده,,
"2024-08-13,12:37:21",kora.___.san,#0,نشوف السيرفر و نجي,,
"2024-08-13,12:37:36",raku_9,#0,ما يفوتش 17,kora.___.san#0,
"2024-08-13,12:37:54",demon_slayer_tanjiro_kamado,#0,ابعث في البريفي,0.xk#0,
"2024-08-13,12:38:52",demon_slayer_tanjiro_kamado,#0,<@1134300102933094450> ارسلي فرند باش نجم نهدر بريفي يا ال ز  بي,kora.___.san#0,
"2024-08-13,12:39:15",demon_slayer_tanjiro_kamado,#0,<@869522801357369395> انتا تاني ارسلي فرند و ارسلي الفيديوهات,0.xk#0,
"2024-08-13,12:39:57",kora.___.san,#0,ريغل,demon_slayer_tanjiro_kamado#0,
"2024-08-13,12:43:33",demon_slayer_tanjiro_kamado,#0,سيرفر تاعي فيه 32 بنادم,raku_9#0,
"2024-08-13,12:43:36",demon_slayer_tanjiro_kamado,#0,<:gigachad:1150419236989186078>,,
"2024-08-13,12:48:47",demon_slayer_tanjiro_kamado,#0,و درك راهم 33,,
"2024-08-13,12:48:51",demon_slayer_tanjiro_kamado,#0,<:gigachad:1150419236989186078>,,
"2024-08-13,12:49:54",0_gf,#0,<a:HighellalDance:1181984946353615019>,,
"2024-08-13,12:51:27",0.xk,#0,Nn,demon_slayer_tanjiro_kamado#0,
"2024-08-13,12:52:08",demon_slayer_tanjiro_kamado,#0,علاه,0.xk#0,
"2024-08-13,12:53:31",demon_slayer_tanjiro_kamado,#0,<@1180425486720041032> اسم و لا اروع,0_gf#0,
"2024-08-13,12:53:42",0_gf,#0,<:Soot:1235991144224264253><:Soot:1235991144224264253><:shhhh:1215620470431285318>,,
"2024-08-13,12:54:11",0.xk,#0,Dnob,demon_slayer_tanjiro_kamado#0,
"2024-08-13,12:54:17",0.xk,#0,Lmhm 3ndi w sayii,,
"2024-08-13,12:56:08",0_gf,#0,<:bruhcat2:984935431328116747>,,
"2024-08-13,12:57:08",0.xk,#0,Chkn 7ab ychrihm,,
